Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Pattern Customize Options,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Size,Surface,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
mush lamp,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1600,Brown,Brown,1x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,Yes,FtrMushroomLamp_Remake_0_0,0_0,805,GKFnaHSs6d9MDNttQ
mush lamp,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1600,White,White,1x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,Yes,FtrMushroomLamp_Remake_1_0,1_0,805,S3qFAPAvvgv4g3DRh
mush lamp,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1600,Blue,Blue,1x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,Yes,FtrMushroomLamp_Remake_2_0,2_0,805,JDdSXrPcPKbiQmamP
mush lamp,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1600,Red,Beige,1x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,Yes,FtrMushroomLamp_Remake_3_0,3_0,805,cAfehsTrveDSZ6AJ2
mush lamp,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1600,Yellow,Yellow,1x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,Yes,FtrMushroomLamp_Remake_4_0,4_0,805,75rpYquohgtznCDTt
mush log,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1680,Brown,Brown,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomPulpwood_Remake_0_0,0_0,3808,X28QA9bYxyXzAY9Ri
mush log,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1680,Brown,White,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomPulpwood_Remake_1_0,1_0,3808,BSkHosDy9P8aB38TS
mush log,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1680,Brown,Purple,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomPulpwood_Remake_2_0,2_0,3808,CLNnMiDbC5azqYFAZ
mush log,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1680,Brown,Red,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomPulpwood_Remake_3_0,3_0,3808,aFRu4hJzbNMTaihGk
mush log,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1680,Brown,Orange,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomPulpwood_Remake_4_0,4_0,3808,9MpB3jmXDvDReYqcx
mush low stool,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,800,Brown,Beige,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomChairS_Remake_0_0,0_0,4708,PyepEy9Qq8Wm7MdXz
mush low stool,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,800,White,White,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomChairS_Remake_1_0,1_0,4708,NFpsRoFD6h8zihnWu
mush low stool,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,800,Brown,Brown,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomChairS_Remake_2_0,2_0,4708,sbzdDLLHEBDuAeRFd
mush low stool,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,800,Red,Beige,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomChairS_Remake_3_0,3_0,4708,qmCSzTc27WLLQK4vk
mush low stool,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,800,Yellow,Beige,1x1,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomChairS_Remake_4_0,4_0,4708,SBkPJws98vAws76R6
mush parasol,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Orange,Brown,2x2,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomParasol_Remake_0_0,0_0,3805,YoHwDYpbfA3Q7vaaE
mush parasol,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,White,Brown,2x2,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomParasol_Remake_1_0,1_0,3805,6ysyJKh9q8GPqtmDd
mush parasol,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Gray,Brown,2x2,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomParasol_Remake_2_0,2_0,3805,uiHMZyCL9Ad8Fuy4T
mush parasol,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Red,Brown,2x2,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomParasol_Remake_3_0,3_0,3805,Qa4fYkaT8sAvitZz9
mush parasol,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,1200,Yellow,Brown,2x2,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomParasol_Remake_4_0,4_0,3805,eKdzydLdowBncibBP
mush partition,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1800,Brown,Beige,2x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomScreen_Remake_0_0,0_0,3806,yTpM8rbQWGRxKRpbP
mush partition,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1800,White,White,2x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomScreen_Remake_1_0,1_0,3806,HT9LKiBrKtNdDFmh9
mush partition,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1800,Green,Green,2x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomScreen_Remake_2_0,2_0,3806,nE3tfhFk9nDDZMXJf
mush partition,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1800,Red,Beige,2x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomScreen_Remake_3_0,3_0,3806,aZQMG2oKf3K2m675w
mush partition,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1800,Orange,Beige,2x1,No,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Screen,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomScreen_Remake_4_0,4_0,3806,W4sTXojRHHQrvHnXi
mush table,#REF!,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1520,Brown,Beige,2x2,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomTableL_Remake_0_0,0_0,808,RBrEghiDZo4GdNZAn
mush table,#REF!,White mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1520,White,White,2x2,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomTableL_Remake_1_0,1_0,808,PEb7M5GXB8SmzL4eE
mush table,#REF!,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1520,Green,White,2x2,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomTableL_Remake_2_0,2_0,808,hHy6ig4SAqq95TgYq
mush table,#REF!,Red mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1520,Red,Beige,2x2,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomTableL_Remake_3_0,3_0,808,nyDS6oX2dCrvjXTfp
mush table,#REF!,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1520,Yellow,Beige,2x2,Yes,NA,NA,Crafting,,mushrooms,Yes,201,nature,None,mush,None,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMushroomTableL_Remake_4_0,4_0,808,MFLc6Xhe8b8MRNjzS
music stand,#REF!,Brown,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Brown,White,1x1,No,NA,NA,Crafting,,NA,NA,103,music,None,None,None,None,No,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMusicstand_Remake_0_0,0_0,1058,B7YreGpDtQNqjXuLX
music stand,#REF!,Natural,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Yellow,White,1x1,No,NA,NA,Crafting,,NA,NA,103,music,None,None,None,None,No,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMusicstand_Remake_1_0,1_0,1058,zC3LpGg2p2q9fx68e
music stand,#REF!,White,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,White,White,1x1,No,NA,NA,Crafting,,NA,NA,103,music,None,None,None,None,No,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMusicstand_Remake_2_0,2_0,1058,BJeejyasFZSaTgRqQ
music stand,#REF!,Black,Color,NA,NA,Yes,Yes,No,NA,2,Normal,1700,NFS,960,Black,White,1x1,No,NA,NA,Crafting,,NA,NA,103,music,None,None,None,None,No,Musical Instrument,No,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrMusicstand_Remake_3_0,3_0,1058,vrCj5LDvrh4LkYvAo
My Melody bed,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,5000,1250,Pink,White,2x1,No,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,My Melody,None,None,Bed,My Melody,No,Does not play music,No lighting,Not in catalog,1.9.0,Yes,FtrSanrioMymBedS,NA,12267,QyxLwQ2bazYLCQgcs
My Melody chair,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2100,525,White,Pink,1x1,No,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,My Melody,None,None,Chair,My Melody,No,Does not play music,No lighting,Not in catalog,1.9.0,Yes,FtrSanrioMymChairS,NA,12265,RwXiuFnT3EtqTvqAS
My Melody dresser,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,4800,1200,White,Pink,1x1,No,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,My Melody,None,Dresser,Mirror,My Melody,No,Does not play music,No lighting,Not in catalog,1.9.0,Yes,FtrSanrioMymDresser,NA,12264,tD8skZptRKDebBkTz
My Melody table,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,2200,550,White,Pink,1x1,Yes,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,My Melody,None,None,No,My Melody,No,Does not play music,No lighting,Not in catalog,1.9.0,Yes,FtrSanrioMymTableS,NA,12263,CdWm2uG5tXXPnbvbm
natural garden chair,#REF!,Natural,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,2220,Beige,Black,1x1,No,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenChairNatural_Remake_0_0,0_0,2586,bAaMPJCmczQXBm2EX
natural garden chair,#REF!,Oak,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,2220,Orange,Green,1x1,No,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenChairNatural_Remake_1_0,1_0,2586,pvStbiEHiiSvznhTT
natural garden chair,#REF!,Shabby,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,2220,White,Gray,1x1,No,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,Chair,Chair,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenChairNatural_Remake_2_0,2_0,2586,qwGZNQWm8gckGAvny
natural garden table,#REF!,Natural,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3330,Beige,Black,2x2,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableNatural_Remake_0_0,0_0,3396,85aQ83vYty7KyApgu
natural garden table,#REF!,Oak,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3330,Orange,Green,2x2,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableNatural_Remake_1_0,1_0,3396,F4ZSDbxG2w2NB8bWk
natural garden table,#REF!,Shabby,Color,NA,NA,Yes,Yes,No,NA,5,Normal,3800,NFS,3330,White,Gray,2x2,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableNatural_Remake_2_0,2_0,3396,Hb7HbZEvLXErkLuw8
natural square table,#REF!,Natural,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1980,Beige,Black,1x1,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableSNatural_Remake_0_0,0_0,12332,TepZwKDQ3NNceA2cQ
natural square table,#REF!,Oak,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1980,Orange,Green,1x1,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableSNatural_Remake_1_0,1_0,12332,eFYu7C6PdKK6m8c5y
natural square table,#REF!,Shabby,Color,NA,NA,Yes,Yes,No,NA,3,Normal,2400,NFS,1980,White,Gray,1x1,Yes,NA,NA,Crafting,,NA,NA,103,garden,café,None,natural,None,No,Table,Yes,Does not play music,No lighting,Not for sale,1.0.0,Yes,FtrGardenTableSNatural_Remake_2_0,2_0,12332,RPinQLoLDsfvJFqM3
neutral corner,#REF!,NA,NA,Green,Ring curtain,No,No,Yes,Default; Custom,3,Normal,2400,6100,1525,White,Green,2x2,No,5500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,sports,None,None,sports ring,None,Bed,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrRingcornerNeutral_Remake_0_0,0_0,7152,srHXMC3qRdFcFcjvY
neutral corner,#REF!,NA,NA,Red,Ring curtain,No,No,Yes,Default; Custom,3,Normal,2400,6100,1525,White,Red,2x2,No,5500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,sports,None,None,sports ring,None,Bed,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrRingcornerNeutral_Remake_0_1,0_1,7152,JFMZWLqwiPaJG2bKB
neutral corner,#REF!,NA,NA,Blue,Ring curtain,No,No,Yes,Default; Custom,3,Normal,2400,6100,1525,White,Blue,2x2,No,5500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,sports,None,None,sports ring,None,Bed,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrRingcornerNeutral_Remake_0_2,0_2,7152,eMvPPZw6Mesfv86wh
neutral corner,#REF!,NA,NA,Black,Ring curtain,No,No,Yes,Default; Custom,3,Normal,2400,6100,1525,White,Black,2x2,No,5500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,sports,None,None,sports ring,None,Bed,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrRingcornerNeutral_Remake_0_3,0_3,7152,xabSusyaJXXzK6XC5
neutral corner,#REF!,NA,NA,Yellow,Ring curtain,No,No,Yes,Default; Custom,3,Normal,2400,6100,1525,White,Yellow,2x2,No,5500,Poki,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",NA,NA,201,sports,None,None,sports ring,None,Bed,Sports,No,Does not play music,No lighting,For sale,1.0.0,Yes,FtrRingcornerNeutral_Remake_0_4,0_4,7152,TXbNqQZrvPhG76rYo
Nook Inc. yoga mat,#REF!,NA,NA,NA,NA,No,No,No,NA,NA,None,NA,NFS,5000,Green,White,2x1,No,1000,Nook Miles,Group Stretching,Sent in the mail after doing group stretches on 10 different days,NA,NA,151,fitness,sports,None,None,None,No,Sports,No,Does not play music,No lighting,Not for sale,2.0.0,Yes,FtrYogamatExercise,NA,14577,x3fnJo7aCtjgJMxv5
Nordic chair,#REF!,Light wood,Frame,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Yellow,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_0,0_0,13073,hxPzSi2ijaNYwNsDx
Nordic chair,#REF!,Light wood,Frame,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Green,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_1,0_1,13073,xgpWgcqynwqjKRvvH
Nordic chair,#REF!,Light wood,Frame,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Aqua,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_2,0_2,13073,DgWbSX9xNs3bpBto2
Nordic chair,#REF!,Light wood,Frame,Orange,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Orange,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_3,0_3,13073,JnAdYSdpffJSATKZA
Nordic chair,#REF!,Light wood,Frame,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Pink,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_4,0_4,13073,cv4uJqnpnNXm6Ezii
Nordic chair,#REF!,Light wood,Frame,Dots,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Colorful,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_5,0_5,13073,xiTz3EvGhCcGExKMa
Nordic chair,#REF!,Light wood,Frame,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Green,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_6,0_6,13073,PpJSanS9bq4ZdYgrJ
Nordic chair,#REF!,Light wood,Frame,Triangles,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Beige,Colorful,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_0_7,0_7,13073,9T5RKcHC6PCWz9hum
Nordic chair,#REF!,Natural wood,Frame,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Yellow,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_0,1_0,13073,NpgLGA5EtB9nEw4iw
Nordic chair,#REF!,Natural wood,Frame,Butterflies,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Green,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_1,1_1,13073,W7RPNKrWiLNjBuZti
Nordic chair,#REF!,Natural wood,Frame,Raindrops,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Aqua,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_2,1_2,13073,D9HXXf2CPetKebuWs
Nordic chair,#REF!,Natural wood,Frame,Orange,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Orange,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_3,1_3,13073,JawokMYGtedAi6QW5
Nordic chair,#REF!,Natural wood,Frame,Flowers,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Pink,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_4,1_4,13073,zmoarcoHnsXWDunrZ
Nordic chair,#REF!,Natural wood,Frame,Dots,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Colorful,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_5,1_5,13073,njwWcj9qRRLTdsCqz
Nordic chair,#REF!,Natural wood,Frame,Leaves,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Green,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_6,1_6,13073,n8t46KJWD33PNAoe9
Nordic chair,#REF!,Natural wood,Frame,Triangles,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Orange,Colorful,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_1_7,1_7,13073,ZSSX8Z8seLD7sPZDS
Nordic chair,#REF!,Dark wood,Frame,Little flowers,Fabric,No,No,Yes,Default; Custom; Sable,3,Normal,2400,8400,2100,Brown,Yellow,1x1,No,7600,Poki,Nook's Cranny; HHP Office,,NA,NA,151,living room,None,Nordic,None,None,Chair,Chair,No,Does not play music,No lighting,For sale,2.0.0,Yes,FtrNordicChairS_Remake_2_0,2_0,13073,CN48MQXetNmAW5zh9
